lread,lwrite,scall,sread,swrite,fork,exec,rchar,wchar,pgout,ppgout,pgfree,pgscan,atch,pgin,ppgin,pflt,vflt,runqsz,freemem,freeswap,usr
44,56,2303,246,153,2.2,4.4,1225925,1104543,0.8,0.8,1,1.2,0.2,11.6,12,116.2,244.8,1.7,174,1015101,84
6,1,2365,91,80,4,10.4,31104,26401,0,0,0,0,0,0,0,132.2,227.8,1.4,4189,1820699,91
4,2,2168,207,142,1,1,266451,26908,0.8,0.8,0.8,0,0.6,19.4,20.4,58.6,123.2,1,305,1067419,90
15,2,3028,211,147,0.4,0.4,116391,11256,0,0,0,0,0.8,3.8,4.6,25.6,59.2,4.6,398,1309442,90
45,22,3780,202,128,5.2,6,118963,39750,0,0,0,0,0.2,12.2,20.4,330.8,541,2.7,795,982021,77
0,0,230,12,31,0.4,1.6,430,20073,0,0,0,0,0,0,0,19.8,23.2,1,7828,1875280,98
2,0,1708,129,96,1.2,1.8,20244,18736,2.4,3.2,3.2,0,0.2,3.8,3.8,93.4,156.2,1.8,303,1085696,92
10,4,1244,77,83,1.2,3,169377,48731,0,0,0,0,0,0.6,0.6,76.8,143.4,3,914,1513603,90
5,3,3590,263,203,1,3.81,596993,101007,12.22,18.84,28.26,30.26,15.63,12.02,13.23,66.53,142.08,1,239,992026,86
24,5,2198,134,137,1.4,1.4,49285,50462,0,0,0,0,0.2,1.4,1.6,80,98,2.8,914,1537662,89
0,0,209,16,29,0.2,0.2,5044,10538,0,0,0,0,0,0.4,0.4,13.2,16.8,2.6,2430,1772118,92
7,5,2153,134,140,0.2,0.2,160748,106148,0.4,0.8,0.8,0,0,7.58,13.77,15.57,224.55,1,785,1066577,89
16,6,2734,219,124,2.2,5.21,234900,68243,0,0,0,0,0.2,14.63,21.64,109.82,218.84,2,1628,1087989,84
62,11,3587,174,142,11.8,35.4,74641,37564,6.2,6.2,6.2,0,4.6,5.2,5.2,439.6,734.2,5.2,314,1096350,63
10,0,2045,322,283,6,1.4,168307,29811,0.6,0.8,0.8,0,0.2,1.2,1.2,267.6,372.4,1.4,346,1741760,82
27,0,5461,176,115,6.4,18.4,107414,87502,1.8,18.4,44.2,65.6,0,40,40.6,231.2,515.6,3.4,134,1106838,77
19,14,2843,245,183,2.99,4.79,209223,124323,0,0,0,0,0,7.98,12.97,192.22,324.35,2,2339,1090427,81
9,1,614,27,29,3.8,3,58983,14529,0,0,0,0,0,3.4,6.2,150.4,244.6,1.4,6182,1856533,92
11,3,1770,422,149,1.2,1.2,534102,488437,1.4,1.4,1.4,0,1.2,30.14,56.29,79.44,198,3.4,362,1032634,85
1,0,4652,276,178,0.8,2.4,93489,25181,1.2,1.4,4.61,9.42,0.2,7.41,7.41,45.09,130.86,1.6,147,1004648,89
44,56,3487,272,182,1.8,1.8,200911,51793,0,0,0,0,0,20.36,22.55,136.73,239.92,2,773,1116289,82
21,20,3132,145,127,0.8,2,53362,63831,0,0,0,0,0,14.2,15.2,61.6,133.8,1.4,859,1005901,84
3,1,3736,161,145,0.4,0.4,10611,211654,0.4,0.4,0.4,0,0.2,1.8,1.8,31.54,60.08,2.2,277,1382574,92
20,14,1878,168,100,5.19,15.17,347685,38846,7.58,24.15,47.7,86.63,0.4,39.92,72.85,177.45,342.51,3.2,189,1105273,77
28,12,4658,366,181,3.2,6.2,652294,177495,9,24.8,71,106.8,1.6,7.6,11.8,235.8,476.4,6.8,243,1308429,75
10,2,3723,305,244,0.8,1.39,328181,401702,0,0,0,0,2.59,24.1,32.27,69.32,197.01,2.7,1124,1005014,77
75,99,1292,75,67,0.6,0.8,16586,38494,0,0,0,0,0,12.6,12.6,47,94.4,1,2488,1094443,91
10,3,2239,222,137,0.4,0.6,110938,44047,3.99,5.59,5.59,0,2,40.92,58.68,28.54,113.97,2.8,286,1096404,89
1,0,505,35,33,0.2,0.2,3027,21246,0,0,0,0,0,1.4,1.4,15.4,18,2.2,1861,1074888,98
65,80,5470,745,456,1,1.2,197237,121219,1.4,10.4,23.6,68.6,0.8,3.8,6.8,72,152.4,1.4,321,1082862,78
29,15,4571,564,440,7,3.6,228363,43176,0,0,0,0,0.4,3.6,4.8,351.2,521.6,3.2,766,1446157,76
2,1,1133,183,134,0.2,0.2,194225,21523,0,0,0,0,0,4.4,7,18,25.8,667,94,6,0
4,1,4682,556,502,2,0.8,374054,397653,0,0,0,0,0.2,7.2,8,112.2,179.6,2.2,474,1096338,80
7,0,3918,360,321,3.6,2.6,130383,67078,0,0,0,0,0,1.2,2,180.8,345.8,1,462,1059221,79
1,0,1218,76,73,0.6,1.4,272091,34204,0,0,0,0,0,0.8,1.2,58,59.2,2.8,615,1534221,96
1,0,7657,253,208,0.2,0.2,98585,54427,0,0,0,0,0.2,0.2,0.2,16.4,25.4,1.3,591,1077248,87
2,2,3958,527,226,0.6,1.8,290157,135926,5.8,16.4,53.4,67,0.6,11.6,20.4,39.4,63.2,2.2,132,1125998,82
19,7,4247,337,240,1.6,2.8,372442,147253,20.2,79.8,123.4,212.6,2.6,49.2,85,107.2,395,1,158,1006832,74
11,10,2843,499,206,0.6,2.4,644540,560547,3.2,12.4,18,27.4,0.6,12.2,15.4,41.6,126.2,1.4,184,1043746,89
1,0,8840,492,321,0.2,0.2,24851,65220,3.2,9.4,47.8,78,0,37.2,37.8,20.6,138.6,2.3,131,1058443,77
11,0,4575,643,547,8.78,2.4,261177,27758,0.4,0.4,0.4,0,0.8,3.59,4.59,422.95,674.45,1,763,1020744,70
4,0,1723,81,55,0.8,0.8,141172,28012,0,0,0,0,0,8.02,25.05,67.54,161.12,2.8,517,1068305,90
11,0,5423,585,508,8.18,2.2,455277,27670,0.6,0.6,0.6,0,1.6,1.8,2.99,413.77,589.82,4.4,276,1706392,70
10,1,3429,191,201,1,1.8,114285,50592,0,0,0,0,0.2,15.4,27.2,272.8,224.2,3.7,699,1039192,82
9,6,1770,208,116,2,2,76625,27792,6.4,6.6,6.6,0,2.8,0.4,0.4,119.6,206.4,1.4,245,1067682,87
1,0,1135,96,95,0.2,0.2,3079,12149,0,0,0,0,0,0.4,0.6,15.6,18,1.2,599,1731042,95
10,10,983,184,84,0.2,0.2,248551,189255,0,0,0,0,0,0,0,21,21.4,3.2,2694,1583341,97
7,1,1691,99,105,6.01,17.64,62475,60755,2.61,13.03,16.63,32.46,0.4,14.63,20.84,201.8,379.56,1,142,1105557,79
1,0,1518,66,70,0.2,0.2,12246,27009,2,2.61,2.2,0,0,3.01,4.21,13.03,125.25,1,233,1016173,94
36,42,2126,176,134,2.4,0.8,307257,243412,0,0,0,0,60.8,0.6,0.6,122,239.4,3.6,2048,1725027,87
3,1,1067,157,28,1.8,1.8,464877,6537,0,0,0,0,0,1,1.2,125.75,190.42,2,517,1728779,92
7,2,2715,185,94,0.6,2.8,178325,182757,0.8,1,1,0,0.4,2.8,2.8,48.4,117,3.6,370,1331888,94
101,105,4419,139,78,5,7.2,352137,75612,0,0,0,0,0,2,2.8,264.8,552.4,8.4,578,1308730,74
38,36,1352,177,163,1,1.4,234679,64393,9.8,28.4,48.8,84.4,4.6,14.4,20,88.2,158.8,1.5,149,1016574,91
0,0,348,51,16,0.2,0.2,19341,18074,0,0,0,0,0,0,0,15.63,16.83,1,8651,1871976,99
33,40,731,112,72,2.79,2.99,318492,36947,0,0,0,0,0,2.4,2.59,227.94,225.55,2.2,1996,1812881,82
1,0,268,42,43,0.2,0.2,18237,5721,0,0,0,0,0,5.4,5.4,15.8,16.8,2,613,1746560,92
5,3,2183,140,103,1,2.4,96236,20477,2.59,3.19,2.99,0,3.19,1.6,1.8,67.66,98.4,1,304,1099120,90
4,1,2063,131,114,0.6,2.4,28368,52695,0,0,0,0,0,1,1,51.4,79,2,2253,1551627,93
42,5,1609,116,135,1.8,3.2,48167,115657,4.2,16.8,36.4,112.8,0.6,35.2,66.2,123,224.6,2,355,1065910,86
2,2,4823,276,267,0.8,1.4,578780,116251,8.22,29.46,86.17,728.86,0.4,71.54,113.83,44.29,118.44,1.3,166,1017270,81
1,1,369,184,51,0.2,0.2,311998,299575,0,0,0,0,0,0,0,15.6,16.8,2.2,5714,1832986,97
3,0,4944,257,200,0.6,2,228459,144888,0,0,0,0,0.2,4,5,84,82.6,3,2246,1533838,87
10,7,3269,213,106,2.2,2.4,301574,22453,0,0,0,0,0,9.78,9.98,162.48,259.68,1,811,973052,84
4,3,2319,163,134,1,3.99,144616,27375,0,0,0,0,0.2,2,2,44.71,85.23,1,410,1016651,92
4,0,4200,252,228,3.41,1,97923,42963,3.21,3.81,3.81,0,0.2,2,2.2,161.72,269.14,1.2,220,1017728,86
6,2,2003,103,134,0.2,0.2,53400,16856,3.8,27.6,68.8,329.8,0.4,8.6,57.8,15.8,28.2,1,130,1054803,87
40,1,2330,228,81,10.6,21.8,955802,67045,7,22,68.6,101.2,1.4,51.8,53.2,359.6,761.8,4.4,122,1107003,69
4,0,1641,156,75,0.2,0.2,242121,40298,0,0,0,0,0,4.8,57,13.4,22,2.2,1737,1770982,83
1,0,2371,167,117,0.2,0.2,6600,32354,1.4,1.6,1.6,0,0,1,1,16.17,25.35,2.5,149,1055497,92
10,2,2981,190,107,1,2,670209,86240,16,119.4,233.4,460,0.4,62.6,108.8,75,367.8,5.6,137,1317451,78
3,0,3580,278,230,3.19,1,292840,55884,0,0,0,0,0.4,18.76,23.15,163.07,358.08,4.2,1006,1388792,84
0,0,160,13,18,0.2,0.2,2085,4636,0,0,0,0,0,0,0,15.6,16.8,1,7426,1866406,98
10,1,1564,157,137,0.6,0.6,184137,59736,0,0,0,0,0,6.2,10.4,52.4,87.8,1.3,485,1067194,93
15,11,2599,277,234,3.61,2.2,133465,102035,17.03,31.46,50.1,46.29,10.22,10.02,15.83,187.78,297.8,2,139,1731732,85
3,0,926,90,67,0.6,1,5411,19322,0,0,0,0,0.4,0.4,0.4,53.4,154,1,1177,1020400,92
5,0,1888,248,215,6.2,1.8,216420,39346,0,0,0,0,0,7.4,14.8,296.6,420.2,4.6,1628,1757696,80
6,2,1036,103,114,1,1,172076,355965,0,0,0,0,0,2,4,73.6,89,2,6527,1851864,90
1,0,2165,205,101,0.4,1.2,43107,44139,4.8,42.2,75.8,181.4,0.2,85.4,88.2,19.4,161.8,3,130,1131931,88
5,0,4721,256,177,0.99,2.58,524787,174964,14.51,51.49,88.47,189.86,1.99,4.17,24.85,95.63,248.91,1,233,972606,81
42,55,3949,249,244,2.6,4.6,197289,529200,4.2,6.8,6.6,0,1.4,1.8,2.2,219.6,297.2,3.4,331,1013805,79
3,0,635,65,47,3,3,87465,40740,8.6,8.8,8.8,0,0,1.6,2.2,227.6,226.4,1,289,1806587,82
159,40,2443,299,262,1,1,240375,209450,0,0,0,0,0.2,18.2,34,80.4,154.6,2.8,536,1069565,87
11,2,1687,76,115,0.4,0.4,76103,93789,0,0,0,0,0.6,9.22,9.22,42.89,83.57,1,631,1068366,93
82,44,2342,156,323,0.6,0.6,97904,75368,0,0,0,0,0,8,12.6,114.8,85.6,3.2,487,1320070,94
37,49,4667,673,457,2.6,0.8,262181,220110,0.2,4,6.6,9.2,0.2,3.4,3.4,130.8,212.8,1.4,287,1073834,81
13,12,2859,459,215,0.6,2,652144,585464,0.6,0.6,0.6,0,1,5,5.4,28.6,89.4,3.2,220,1043795,91
5,4,1568,68,102,0.2,0.2,42053,30000,3.2,4.2,3.2,0,1.2,7.6,12.4,15.2,102.2,1.5,313,1016542,92
8,3,3942,702,244,1,0.8,463837,166875,5.2,21.2,43,66.8,0.6,20.2,29.4,75.2,237,6.6,159,1295243,83
2,0,457,48,37,2,2,65518,74456,0,0,0,0,0,3,5,187.4,160.2,1,6493,1851952,90
5,0,3300,395,219,2,0.8,133693,89066,0,0,0,0,0,1.8,2.4,112.4,177.4,4.8,2230,1555064,89
1,0,2596,211,195,0.2,0.2,299110,67609,8.2,14.4,12.6,0,0.8,1.2,2,16,23.2,2.8,266,1715549,90
1,1,963,90,62,0.6,0.6,91754,14319,0,0,0,0,0,0,0,28.2,38.8,2.2,3125,1707618,96
6,5,1860,128,103,0.6,0.8,118921,56765,19.4,23.2,23.2,0,15.6,2.4,3.4,55.6,90.4,2.2,238,982450,92
3,2,1710,131,122,0.6,1,68306,103547,0,0,0,0,0,2.8,4.2,51.8,89.8,3.2,493,1063110,91
5,0,4901,508,330,2,0.6,165967,155044,0,0,0,0,0,0.4,0.4,96.6,146.4,2.8,2560,1646453,87
28,23,6465,408,177,4.2,5,454491,41075,0.4,0.6,0.6,0,0.2,1.8,4.4,285.6,460.4,2.8,437,999322,72
12,10,1783,102,78,1.4,0.8,118290,25482,0,0,0,0,0,4,5.2,122.2,136.2,3.2,512,989838,90
8,2,3309,503,365,4.17,2.78,827279,223918,0,0,0,0,0,2.39,2.39,222.66,334.39,2,747,1112439,81
1,0,1276,29,31,0.6,4.2,47728,9473,0,0,0,0,0,0.6,0.8,28,46.6,2.2,4590,1829136,97
57,55,1123,107,79,0.2,0.2,20746,36718,0,0,0,0,0,1.4,8.2,23.4,34,1.4,941,972674,93
38,30,5991,289,193,5.8,6,401075,205417,4.4,9,15.8,21,6.2,6.2,9.4,344.4,664.6,2.3,213,1015771,71
26,2,5404,475,246,6.2,16.4,328399,196650,5.4,32.6,78.2,149.2,0.2,27.8,45.8,222,438.2,3.8,122,1091184,67
32,42,2331,242,212,4,1.6,158546,34270,2.4,2.4,2.4,0,3,1.2,1.6,218,339,1,205,1023574,83
1,0,1816,155,99,0.8,1,44286,56277,0,0,0,0,0,5.39,5.99,67.66,82.04,1,1259,1048148,90
2,0,4228,206,186,1.8,0.6,84452,45749,0,0,0,0,0,0.2,0.2,96,135,2.2,600,1740986,86
55,0,4652,302,223,16.17,36.93,180995,29681,3.39,9.98,22.16,42.51,0,21.16,25.55,628.74,1134.53,1,187,1102798,52
1,0,928,115,89,0.4,1.4,4969,17251,0,0,0,0,0.2,9.38,9.58,26.35,54.09,5,889,1063856,95
2,1,2133,134,90,0.8,1,100812,83681,0,0,0,0,1.2,12.38,21.76,51.9,126.75,1.8,405,987278,89
9,8,470,129,81,0.2,0.2,291365,51259,0,0,0,0,0,0,0,15.6,28.8,1.2,1302,1760490,96
32,26,3205,350,245,1,1.4,109372,69986,4.2,10.4,21.8,29.8,1.6,5.8,6.4,80.6,209.4,2.6,405,1315331,80
25,0,3346,198,131,6.21,18.04,211729,48291,2.4,20.64,48.7,193.99,0,23.05,35.47,207.82,405.61,2.7,133,1099542,76
16,14,1363,121,82,0.8,0.6,321356,183286,0,0,0,0,0.6,0.4,0.4,71.2,58,3.2,753,1511563,87
0,0,431,39,72,0.8,0.6,13226,49176,0.4,3.01,7.21,15.03,0,0.6,0.6,37.47,44.89,1,172,1746309,97
0,0,183,38,21,0.2,0.2,255771,228527,0,0,0,0,0,0,0,12.8,16.8,2.8,3652,1819990,97
13,21,324,19,14,0.2,0.2,644,4682,0,0,0,0,0,0,0,15.97,17.56,1.8,1230,1750204,91
2,0,1240,87,83,0.4,0.6,21455,50048,0.6,0.8,0.8,0,0,3.99,6.39,75.45,104.99,679,93,7,0
13,3,1651,78,60,0.8,3,56684,21286,0,0,0,0,0.6,1.4,1.4,64.4,157.8,1,590,1032789,91
41,32,5200,185,121,2.79,7.19,59209,63458,6.19,7.78,7.78,0,3.59,0,0,179.64,217.76,2.4,209,1623562,80
0,0,159,15,16,0.2,0.2,454,5323,0,0,0,0,0,0,0,15.57,16.77,1,7226,1859904,99
2,1,3735,279,143,0.4,1,387812,214397,0,0,0,0,0,6.2,12,31.4,86.2,4,3768,1333251,90
56,62,1929,146,97,1.8,3.6,319479,97895,8.6,16.8,19,6,0.4,17.6,21.2,130.8,229.8,1.8,553,1085286,82
23,32,3355,234,111,1.2,3,155241,126756,0,0,0,0,0,2,2,122.8,119.8,5.4,4018,1606019,88
0,0,393,162,57,0.2,0.2,210929,207090,0,0,0,0,0,0.6,0.6,15.6,16.8,2.4,1323,1745669,97
17,9,1048,124,69,1,1.4,683931,188394,21.36,78.24,113.57,227.15,2.2,25.15,49.1,122.16,249.9,1,309,1051283,76
3,3,1941,427,173,0.8,0.8,658879,844732,0,0,0,0,0.2,0.6,1.2,49.2,69,1.8,635,1045738,88
7,0,3758,508,978,5.8,1.6,233257,87134,0,0,0,0,0,7.4,14.2,273.2,418.6,4.2,981,1705043,79
30,13,3962,617,514,4.2,1.2,326797,265654,2.2,11.4,17.4,42,0.6,10,17.8,221.2,394.4,1.2,191,1082230,79
6,3,1005,63,60,0.2,0.2,134728,76858,0,0,0,0,0,5.6,5.6,33.4,52.2,2.2,1789,1525715,93
10,10,3224,222,100,0.6,0.6,95098,46440,3.99,5.59,4.99,0,1.4,1.2,3.79,27.54,53.89,1.5,211,996805,89
15,1,643,60,19,1.2,1.4,361682,5234,0,0,0,0,0,16.2,31,96.6,147.4,2.2,7005,1876323,93
8,3,4100,391,383,1.2,1.6,259796,75883,0,0,0,0,0,28.4,55.4,100,96.6,2.8,2054,1551126,84
2,0,3099,180,116,0.2,0.2,526898,35032,7.6,8.2,10.6,8.2,0.2,5,5,16,109.4,2.2,198,1080638,91
4,3,1887,144,93,0.2,0.2,48118,58743,0,0,0,0,0,0,0,16.6,17.8,2.4,2097,1720363,95
0,0,2772,148,221,0.2,0.2,95025,96367,8,15.6,13.4,0,0.8,1.2,1.2,15.6,19.2,2,226,1708712,90
64,82,2442,456,192,1.2,0.8,584516,567421,0,0,0,0,0,1,1,98.6,148.6,2,555,1041030,88
0,0,1162,230,83,0.4,1.8,227587,216272,0,0,0,0,0,0,0,34.4,40.4,4.8,2576,1602462,95
81,45,1479,180,199,0.8,2,110797,88252,3.01,12.83,12.83,0,1.4,10.62,11.02,61.52,123.65,335,90,10,0
26,39,1722,139,114,0.2,0.2,163304,47725,14.6,18.4,18,0,13.4,0.4,0.4,21.6,37,1,229,1016514,91
12,2,2763,366,256,6.2,4.8,310712,49538,0.6,0.6,0.6,0,0.6,3,15.4,309.6,602,1.8,498,1122262,76
3,1,3662,256,187,1.8,3.79,360623,160015,19.76,27.35,55.49,95.01,8.38,7.19,10.98,117.17,202.99,3.2,159,989493,80
8,6,2336,206,90,0.4,1,136627,53677,0,0,0,0,0,2.4,2.4,35.2,61.4,5.4,2869,1584662,89
31,27,366,80,62,0.2,0.2,412220,287099,0,0,0,0,0.6,3,5.6,15.6,17.8,3.4,4179,1824024,92
0,0,3896,199,156,0.6,2.79,130609,63759,2.79,4.99,4.99,0,0.8,4.39,4.39,22.95,79.44,2.7,146,983954,88
9,9,383,122,43,0.2,0.2,361823,114595,0,0,0,0,0,0.4,0.4,15.6,17.8,2,1390,1745830,95
7,2,2128,183,166,0.8,2.2,89713,240084,0,0,0,0,0,2.8,3.6,70,109,3.2,406,1527165,90
18,1,5654,1130,1089,5.2,4,967478,900948,0,0,0,0,0.6,4.2,5.8,287.8,429,1.7,740,1055050,72
21,29,1670,28,49,0.2,0.2,19096,28284,2.2,2.6,39.8,65.8,0.6,52.6,52.6,15.6,74.8,2.4,124,1759971,93
2,1,158,8,9,0.2,0.2,7007,3677,0,0,0,0,0,0,0,15.6,16.8,1.2,7739,1880280,99
14,8,5333,193,128,3.58,11.93,46335,36128,0,0,0,0,0,0.4,0.8,275.94,295.43,3.4,997,1530475,75
1,1,458,21,17,0.2,0.2,8171,5971,0,0,0,0,0,0,0,15.4,16.8,1,8968,1872928,99
88,104,5849,473,441,8.4,16,241603,199394,7.4,13.6,28.4,33.2,0,8.8,11.8,337.8,560.2,1,153,1090811,62
5,1,2481,219,153,1.4,3,276794,210452,11.6,16.2,16.2,0,9.4,23.2,51.6,193,231.4,3.8,449,1383576,84
0,0,964,94,50,0.2,0.2,307373,17623,0,0,0,0,0,0,0,15.6,17,2,666,1757760,85
15,12,1664,109,79,1.2,1,62620,31710,5.79,6.39,7.19,3.79,2.59,9.38,10.18,67.86,173.85,5,244,1059291,89
12,3,2857,159,132,1.6,3,126476,116554,0,0,0,0,0,1.4,2.6,92.8,214.2,2.2,2989,1547434,89
0,0,1657,43,29,0.2,0.2,9241,12063,0,0,0,0,0,0.6,1,15,18,2,1050,1762933,92
4,3,2938,148,127,0.6,3.4,18373,38276,0,0,0,0,0,7.8,8.2,25.2,80.6,2,376,994544,91
5,1,1965,207,125,0.4,1,193174,22877,3.8,9.2,16,25.8,9.4,41.8,42.4,31.4,122.8,3.8,172,1085874,91
7,0,2107,235,154,7.21,3.81,132739,29310,3.61,6.21,7.62,6.41,0.2,2.4,3.81,312.63,594.39,1,318,1022535,81
0,0,237,11,24,0.4,0.4,3108,58724,0,0,0,0,0,0,0,34.67,33.47,1,6855,1857699,97
7,4,3338,734,110,1,1.4,2408325,41666,0,0,0,0,0.8,10.2,15.2,82.2,172.2,1.7,2443,1088307,85
3,2,537,22,28,0.2,0.2,11166,12932,0,0,0,0,0,1.8,2.79,16.17,53.29,1,755,1036805,96
47,64,1364,432,273,0.6,0.6,965273,950976,26.6,83,209.8,433.2,0,54.8,107.4,51.8,83.8,52,75,25,0
1,0,443,54,25,0.2,0.2,31996,16345,0.4,0.4,3,7.2,0,0.6,1,16,24.4,3,132,1711738,97
11,2,2485,265,147,1.4,2.8,496095,18723,0.6,0.6,0.6,0,1,5.8,8.8,101.4,209.2,1.5,460,1131946,86
2,1,1125,124,78,0.8,2.4,225895,24254,0,0,0,0,0,0.6,1,80.24,168.26,2,2190,1007462,91
14,3,3542,360,259,3.4,1.2,458811,147720,10.8,19,22.2,16.4,1.4,11,11.4,173.8,342,2,225,1077714,81
3,2,2656,162,110,1.2,2,110401,28047,0,0,0,0,5.01,3.21,4.21,114.03,198.8,2,542,1018144,91
5,2,4313,364,218,0.6,0.6,195525,90675,9.6,11.6,15.6,7.6,0.6,3.4,3.8,56,115.2,1.6,170,1066182,85
54,69,1720,143,105,0.8,1.2,175782,34995,0,0,0,0,0,17.4,24.2,55.4,75.4,594,88,12,0
1,0,2381,118,119,0.2,0.2,17002,111682,0,0,0,0,0,0.2,0.2,15.6,16.8,2.4,640,1645008,95
51,71,1824,161,118,0.6,0.6,78411,94050,0.6,0.6,0.6,0,0.2,0.6,0.6,44.6,65.4,1.5,302,989306,92
41,61,956,101,82,1.6,4.6,49004,29774,0,0,0,0,0,1.2,1.2,86.8,98.8,6,573,1056264,91
1,0,414,37,34,0.6,1,72460,10038,0,0,0,0,0,8.2,15.8,59.4,96.2,1.4,4024,1779862,90
2,0,3599,227,124,0.4,0.4,247883,214426,0,0,0,0,0,8.2,12.8,32.8,70.2,3.8,4180,1344790,91
1,0,2370,216,165,0.6,2.59,91492,123945,3.59,5.79,5.79,0,0,11.78,15.57,25.55,60.68,1.5,285,1102248,86
2,0,1567,133,137,0.2,0.2,41338,73068,0,0,0,0,0,1.6,2.4,18.8,23.6,2,6175,1727312,96
26,7,3681,262,137,1.6,3.4,202491,143767,4.4,23,97.8,170.4,2.2,22,39.4,113.8,322.8,6.2,164,1536462,83
18,0,5276,681,528,8,2.2,353135,151126,1.6,1.6,1.6,0,0.2,2.2,3.8,375.8,566,6.2,231,1544432,73
18,14,1405,97,75,0.8,0.8,281552,44324,0,0,0,0,0,1,1.4,66.8,66.6,3.4,613,1514861,93
0,0,1425,92,53,0.2,0.2,214550,15664,0,0,0,0,0,0.4,0.4,15.8,31.6,1,2191,1009408,95
0,0,182,16,30,0.2,0.2,10672,35469,0,0,0,0,0,0,0,15.6,16.8,1,2698,1771613,97
48,68,3283,134,125,0.4,0.4,33832,23626,4.2,9,9,0,0.6,1.8,2.2,36.4,56.2,1,461,1129531,89
0,0,184,11,25,0.2,0.2,2065,10058,0,0,0,0,0,0,0,15.6,16.8,1,7733,1881032,97
10,0,3003,447,383,9,2.8,273594,10059,0,0,0,0,0,0,0,460,649.2,3.4,8659,1865656,79
9,0,2079,316,256,4.41,3.01,158458,40402,0,0,0,0,1.2,2.4,2.4,198.8,316.43,2.2,550,1024770,82
4,0,973,130,120,0.8,4,56826,40037,0,0,0,0,0,0.4,5.6,61.4,166.8,2.2,2071,1732128,93
116,52,1417,197,142,3.6,6.2,165098,108109,3,12.8,12.8,0,1.6,23.8,33.8,190.8,343.2,1,311,982754,84
9,1,2783,391,223,2,3.99,561054,53145,0,0,0,0,0,4.59,7.98,141.32,201.6,2.8,2783,1732179,86
22,0,2209,254,166,4.8,4.2,145759,100835,5.4,11.2,51.4,86,0,19.2,22.8,235.8,471.4,2.6,150,1061107,76
4,0,2822,248,157,0.4,0.4,293231,118889,0,0,0,0,0,4.61,4.61,34.87,116.23,3.2,624,1083872,92
2,2,1447,134,115,0.4,0.4,9940,25644,0,0,0,0,0,1.6,1.6,37.27,41.68,3.2,1054,1130742,93
9,5,1879,318,195,1.2,0.8,1598065,1456441,1.2,1.6,1.6,0,0.4,1.6,2,70.06,120.36,216,89,11,0
52,60,1367,165,91,1.2,2,40521,32978,1,4,6.8,9.2,0.4,2.4,2.8,77.4,243.4,1.6,362,966408,88
0,0,3197,108,72,0.2,0.2,6617,20668,0,0,0,0,0,0,0,15.2,16.8,1.8,1399,1753960,89
1,0,725,92,77,0.6,0.6,35358,12244,0,0,0,0,0,0,0,42.4,49.6,1.2,673,1760488,90
4,0,2965,268,197,2.81,0.8,352731,28323,1.4,1.6,1.6,0,0.2,2.81,3.01,142.69,224.05,2,264,1068253,86
0,0,246,46,17,0.2,0.2,252455,4969,0,0,0,0,0,0,0,15.97,16.97,1.2,7290,1860126,98
30,24,1655,106,74,4.41,5.41,139219,47304,3.21,7.41,21.84,30.46,1,14.63,27.66,292.99,612.83,3,346,1015801,78
20,13,4257,403,298,3.01,3.21,236001,145168,0,0,0,0,0,11.82,14.03,182.77,350.3,2.5,2384,1094818,80
1,0,3017,136,112,0.2,0.2,59665,113330,0,0,0,0,0,3.4,5,15.8,39.4,2.4,434,1630134,94
19,14,3392,577,572,2,2.6,483123,507757,0,0,0,0,0,9.2,13.8,368.6,225.4,1,546,1059475,79
86,78,6870,484,356,8.2,15,344994,151519,0,0,0,0,0.2,28.6,33.2,469,725.4,5.4,512,1539402,60
26,23,2344,421,181,0.6,2.2,635411,590079,0,0,0,0,0,27.8,53.4,54.2,161.2,816,85,14,0
234,88,3259,483,287,6.39,17.17,1023657,222304,1.2,11.18,11.18,0,0.2,32.34,53.89,275.25,547.9,4.2,425,1088819,69
14,10,2275,312,228,3.21,1.2,565950,400919,0,0,0,0,0,45.89,90.78,171.54,352.1,3.4,3791,1041151,80
4,2,1817,240,71,0.2,0.2,21627,10457,0,0,0,0,0,0,0,20.4,17,2,2560,1701149,94
2,0,2590,167,248,0.8,0.4,117072,179675,0,0,0,0,0.2,0,0,58.2,78.8,2.4,539,1759701,91
4,0,2139,192,76,2.8,4,254183,69772,5.2,5.8,5.8,0,1,3.2,6,237,321,1.8,218,1752714,86
2,0,1368,136,75,0.2,0.2,51529,59177,0,0,0,0,0,6.2,6.8,18.6,45.6,1.2,698,1062493,94
14,5,5744,583,274,3.39,2.59,389123,235864,0,0,0,0,0,26.95,29.74,165.47,371.66,5.4,1434,1615471,78
1,1,960,51,40,0.2,0.2,108053,44913,0,0,0,0,0,0,0,15.6,16.8,1.4,6930,1879101,97
28,40,2957,261,164,0.2,0.2,201445,80840,7,9.6,16.6,16.2,4,26.8,27.4,20.6,69.4,4.4,167,1014187,88
0,0,765,81,62,0.2,0.2,34390,36627,0,0,0,0,0,0.2,0.2,15.63,16.83,1.2,1723,1771888,91
5,0,5291,298,214,0.8,1,250499,60387,0,0,0,0,0.2,17,18.8,67.2,289,1,654,995230,86
27,38,1292,67,46,0.2,0.2,2864,18973,0,0,0,0,0,1.8,2,15.63,31.86,1.2,1153,1748641,96
8,2,1116,81,91,1.2,1.4,59686,95337,0,0,0,0,0.2,3.4,5.6,81,134,2.2,1714,1538925,93
