STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,11/28/2013,15.66,,,0,0,0,35,37,30,,290,290,,33.1,45,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,11/29/2013,8.95,,,0,0,0,35,41,30,,330,330,,19.9,21.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,11/30/2013,7.38,,,0,0,0,32,44,25,,70,120,,13,15,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/1/2013,6.71,,,0,0,0,42,49,37,,240,230,,10.1,13,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/2/2013,4.25,,,0,0,0,44,51,38,,40,240,,8.9,12.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/3/2013,6.04,,,0,0,0,44,54,38,,220,220,,12.1,15,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/4/2013,3.8,,,0,0,0,44,51,35,,90,100,,8.9,12.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/5/2013,7.16,,,0.01,0,0,51,56,47,,180,160,,16.1,21,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/6/2013,11.18,,,0.57,0,0,51,56,37,,360,300,,21,31.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/7/2013,12.75,,,0.17,0,0,39,43,32,,310,340,,19.9,25.1,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/8/2013,9.17,,,0.03,0.7,0,32,34,28,,50,50,,16.1,21,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/9/2013,12.3,,,0.25,0,0,36,42,32,,40,50,,19.9,25.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/10/2013,12.3,,,0.28,2.1,0,36,38,30,,260,260,,23,29.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/11/2013,18.34,,,0,0,1,30,32,27,,270,260,,23.9,30,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/12/2013,16.11,,,0,0,0,27,30,23,,320,320,,25.9,32,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/13/2013,15.21,,,0,0,0,28,36,24,,270,270,,25.9,35.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/14/2013,14.76,,,0.57,3.2,0,29,43,25,,50,100,,23.9,35.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/15/2013,15.21,,,0.82,0,0,38,47,33,,80,100,,25.9,36,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/16/2013,14.09,,,0,0,0,32,35,25,,280,280,,28,33.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/17/2013,9.84,,,0.13,0.7,0,28,34,25,,360,360,,21,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/18/2013,13.2,,,0,0,0,30,38,25,,270,270,,23,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/19/2013,9.84,,,0,0,0,36,45,29,,240,240,,17,21,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/20/2013,5.82,,,0,0,0,43,51,36,,220,220,,13,15,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/21/2013,6.26,,,0,0,0,47,55,42,,190,180,,18.1,21,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/22/2013,13.2,,,0,0,0,53,64,50,,190,180,,28,32,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/23/2013,8.5,,,0.49,0,0,54,57,43,,340,330,,23,30,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/24/2013,15.43,,,0,0,0,40,43,27,,330,330,,29.1,36,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/25/2013,10.29,,,0,0,0,26,32,20,,330,320,,29.1,36,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/26/2013,8.5,,,0,0,0,32,38,28,,270,270,,21,23.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/27/2013,10.96,,,0,0,0,36,42,31,,260,270,,21,23,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/28/2013,12.08,,,0,0,0,41,53,31,,240,240,,23,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/29/2013,10.07,,,1.18,0,0,44,49,38,,340,90,,25.1,33.1,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/30/2013,13.42,,,0,0,0,41,47,24,,330,330,,23.9,30,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,12/31/2013,11.86,,,0,0,0,27,34,21,,280,290,,25.9,36.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/1/2014,8.95,,,0,0,0,29,34,24,,280,270,,18.1,23,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/2/2014,18.12,,,0.13,2.4,0,30,33,19,,20,10,,29.1,36,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/3/2014,19.69,,,0.22,5.5,7,16,19,9,,350,350,,33.1,44.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/4/2014,7.16,,,0,0,7,15,31,3,,230,230,,17,21,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/5/2014,6.93,,,0.1,0,6,31,49,23,,140,150,,23,31.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/6/2014,21.03,,,0.41,0,1,46,53,20,,260,260,,38,45,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/7/2014,22.82,,,0,0,0,15,20,6,,260,290,,38,46.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/8/2014,12.75,,,0,0,0,14,24,10,,290,270,,21.9,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/9/2014,6.71,,,0,0,0,26,34,22,,330,330,,15,19.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/10/2014,3.8,,,0.19,0.1,0,31,38,24,,50,360,,6.9,8.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/11/2014,16.11,,,0.72,0,0,46,54,38,,180,180,,31.1,36.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/12/2014,14.99,,,0,0,0,47,52,33,,310,280,,28,36.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/13/2014,12.08,,,0,0,0,40,50,30,,180,200,,25.9,38.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/14/2014,8.95,,,0.55,0,0,46,48,43,,270,260,,18.1,23,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/15/2014,4.92,,,0,0,0,40,44,32,,130,270,,12.1,15,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/16/2014,6.93,,,0,0,0,40,42,35,,350,150,,16.1,18.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/17/2014,7.16,,,0,0,0,37,45,28,,180,180,,19.9,23,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/18/2014,10.74,,,0.24,0.1,0,39,42,28,,310,290,,23,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/19/2014,15.88,,,0,0,0,31,38,26,,250,250,,28,33.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/20/2014,14.99,,,0,0,0,39,48,33,,270,270,,25.9,33.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/21/2014,15.88,,,0.35,6.8,0,27,33,13,,360,360,,25.9,33.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/22/2014,19.01,,,0.01,0.3,7,13,18,7,,340,330,,32,38,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/23/2014,13.87,,,0,0,7,14,21,8,,290,290,,23.9,30,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/24/2014,17.22,,,0,0,6,16,20,11,,220,300,,25.1,31.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/25/2014,20.8,,,0.04,0.8,5,24,30,20,,210,210,,36.9,44.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/26/2014,16.78,,,0,0,5,22,36,18,,290,310,,32,40,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/27/2014,14.32,,,0,0,4,35,45,22,,310,260,,28,35.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/28/2014,9.84,,,0,0,1,20,22,14,,320,310,,23,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/29/2014,13.42,,,0.05,1,2,19,24,16,,270,270,,23,29.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/30/2014,7.83,,,0,0,1,21,28,14,,200,190,,15,18.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,1/31/2014,9.4,,,0,0,0,31,43,25,,280,280,,17,21,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/1/2014,4.03,,,0,0,0,36,43,30,,130,130,,10.1,14.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/2/2014,7.16,,,0,0,0,39,52,30,,340,70,,16.1,23,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/3/2014,12.08,,,1.08,6.7,0,38,44,28,,360,10,,18.1,25.9,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/4/2014,5.82,,,0,0,6,29,35,22,,360,360,,14.1,19.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/5/2014,10.96,,,1.2,2.2,7,32,35,30,,330,330,,21.9,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/6/2014,11.41,,,0,0,6,29,32,24,,340,340,,21.9,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/7/2014,13.42,,,0,0,5,28,32,25,,270,260,,21,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/8/2014,8.5,,,0,0,5,27,29,21,,280,270,,17,23,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/9/2014,8.5,,,0.13,1.5,5,26,30,20,,260,270,,17,19.9,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/10/2014,15.21,,,0,0,6,26,29,21,,320,320,,23.9,30,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/11/2014,12.53,,,0,0,6,22,25,16,,300,310,,21,23.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/12/2014,8.05,,,0,0,5,19,27,12,,30,30,,17,21,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/13/2014,21.03,,,1.27,5.5,7,31,36,26,,30,30,,36.9,47,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/14/2014,19.24,,,0.13,1.4,10,36,41,32,,270,260,,36.9,45,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/15/2014,14.99,,,0.11,1.6,9,34,37,28,,310,310,,31.1,38.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/16/2014,16.78,,,0,0,10,27,30,22,,310,320,,32,40.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/17/2014,10.29,,,0,0,10,24,32,19,,310,320,,31.1,36,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/18/2014,9.17,,,0.15,1.6,10,32,40,26,,270,270,,23.9,33.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/19/2014,8.28,,,0.31,0,8,36,44,27,,300,290,,18.1,23.9,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/20/2014,7.83,,,0.02,0,5,39,44,33,,290,310,,19.9,25.1,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/21/2014,10.29,,,0.14,0,3,40,47,35,,180,180,,28,36.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/22/2014,11.41,,,0,0,1,42,53,34,,240,240,,23,25.9,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/23/2014,6.71,,,0,0,0,44,55,35,,310,300,,23,29.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/24/2014,18.12,,,0.02,0,0,40,45,28,,310,310,,31.1,40,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/25/2014,12.75,,,0,0,0,30,35,26,,300,290,,25.9,32,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/26/2014,11.63,,,0.03,0.5,0,28,33,20,,320,260,,23.9,29.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/27/2014,14.99,,,0,0,0,25,35,15,,310,310,,32,38.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,2/28/2014,10.51,,,0,0,0,18,26,11,,330,310,,30,36.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/1/2014,6.04,,,0,0,0,26,36,17,,170,190,,13,19.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/2/2014,7.61,,,0,0,0,36,43,30,,350,340,,16.1,17,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/3/2014,13.87,,,0.04,0.6,1,27,35,18,,340,340,,23,25.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/4/2014,7.83,,,0,0,0,20,29,13,,350,350,,18.1,21.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/5/2014,7.61,,,0,0,0,31,40,25,,10,10,,17,21,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/6/2014,9.62,,,0,0,0,26,31,17,,20,20,,21,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/7/2014,11.41,,,0,0,0,30,36,27,,30,20,,18.1,21.9,,,,,,,,1,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/8/2014,11.41,,,0,0,0,42,60,32,,310,290,,21.9,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/9/2014,13.87,,,0,0,0,44,47,36,,290,310,,23.9,29.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/10/2014,10.51,,,0,0,0,42,51,35,,260,260,,21.9,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/11/2014,9.17,,,0,0,0,49,65,38,,140,,,18.1,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/12/2014,14.76,,,0.15,0,0,47,57,34,,320,310,,32,40,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/13/2014,28.19,,,0,0,0,30,34,19,,310,310,,40,51,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/14/2014,14.99,,,0,0,0,30,42,22,,190,180,,28,38,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/15/2014,16.11,,,0.01,0,0,48,61,40,,270,270,,30,40.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/16/2014,15.43,,,0,0,0,40,43,31,,330,330,,25.9,33.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/17/2014,10.51,,,0,0,0,30,34,25,,30,20,,21.9,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/18/2014,9.4,,,0,0,0,33,43,25,,40,40,,19.9,23.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/19/2014,14.99,,,0.72,0,0,36,46,28,,100,100,,29.1,36.9,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/20/2014,17.22,,,0,0,0,47,56,42,,270,260,,29.1,36.9,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/21/2014,14.32,,,0,0,0,45,54,34,,290,320,,23,32,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/22/2014,13.65,,,0,0,0,48,65,35,,270,270,,25.9,38,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/23/2014,15.43,,,0,0,0,43,46,28,,340,330,,23.9,30,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/24/2014,12.08,,,0,0,0,29,36,22,,330,330,,25.1,32,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/25/2014,8.5,,,0,0,0,31,39,23,,350,120,,17,28,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/26/2014,24.61,,,0,0,0,35,39,25,,320,310,,38,49,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/27/2014,13.87,,,0,0,0,30,39,23,,200,200,,25.9,32,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/28/2014,13.2,,,0,0,0,43,51,36,,180,170,,23.9,31.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/29/2014,10.74,,,2.6,0,0,47,52,41,,50,60,,21.9,28,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/30/2014,16.55,,,0.53,0,0,49,55,40,,350,360,,28,35.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,3/31/2014,19.69,,,0.21,0,0,43,56,34,,360,10,,30,38,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/1/2014,10.07,,,0,0,0,46,57,37,,190,90,,16.1,25.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/2/2014,3.8,,,0.03,0,0,43,48,38,,170,140,,10.1,19.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/3/2014,5.82,,,0.08,0,0,49,63,39,,200,10,,13,16.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/4/2014,13.87,,,0.1,0,0,44,45,41,,100,100,,25.9,32,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/5/2014,16.55,,,0,0,0,47,57,41,,270,270,,33.1,38.9,1,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/6/2014,10.51,,,0,0,0,45,57,37,,310,,,16.1,,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/7/2014,10.96,,,0.35,0,0,44,51,37,,90,90,,25.9,35.1,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/8/2014,13.65,,,0.25,0,0,53,66,47,,270,290,,30,36.9,,,,,,,,,,,,,,,,,,,,
USW00094789,"JFK INTERNATIONAL AIRPORT, NY US",40.6386,-73.7622,3.4,4/9/2014,15.21,,,0,0,0,54,64,43,,310,340,,30,36.9,,,,,,,,,,,,,,,,,,,,
